wavelength_nm,R,T,A
4.000000000000000000e+02,1.124133540532966553e-02,4.696227038468837878e-02,9.417963942099819574e-01
4.010000000000000000e+02,1.060577190022261342e-02,4.809357926662524707e-02,9.413006488331521204e-01
4.020000000000000000e+02,9.896829508645699561e-03,4.930932696108836222e-02,9.407938435302659608e-01
4.030000000000000000e+02,9.146901856835462641e-03,5.059568618807112200e-02,9.402574119550934917e-01
4.039999999999999432e+02,8.390842447585528455e-03,5.195285384891814434e-02,9.396563037034963983e-01
4.050000000000000000e+02,7.666725702278286841e-03,5.339777127815276137e-02,9.389355030195689622e-01
4.059999999999999432e+02,7.021214687248296046e-03,5.493000883768719284e-02,9.380487764750645718e-01
4.070000000000000000e+02,6.500798681330122869e-03,5.654850140333158443e-02,9.369506999153383031e-01
4.080000000000000000e+02,6.156770625569395541e-03,5.824832378908890301e-02,9.355949055853416407e-01
4.089999999999999432e+02,6.041806522396725963e-03,6.001772971152003616e-02,9.339404637660831954e-01
4.100000000000000000e+02,6.215419589890390679e-03,6.187663127082684150e-02,9.319079491392827652e-01
4.109999999999999432e+02,6.735441048461444057e-03,6.381517245707180042e-02,9.294493864944667338e-01
4.120000000000000000e+02,7.660675613636620286e-03,6.583180817176648159e-02,9.265075162145969268e-01
4.130000000000000000e+02,9.050622763084366015e-03,6.793475443988210294e-02,9.230146227970336126e-01
4.140000000000000000e+02,1.100711337815207629e-02,6.978026407926932184e-02,9.192126225425786279e-01
4.150000000000000000e+02,1.352658118618937748e-02,7.155985397126908565e-02,9.149135648425416045e-01
4.159999999999999432e+02,1.662441392373854507e-02,7.339512467738380785e-02,9.099804613988775603e-01
4.170000000000000000e+02,2.032681731644130421e-02,7.527016212432233178e-02,9.044030205592363814e-01
4.179999999999999432e+02,2.465742402194735436e-02,7.719411833577560778e-02,8.981484576422770205e-01
4.190000000000000000e+02,2.963056786672122606e-02,7.916546757187653549e-02,8.912039645614022731e-01
4.200000000000000000e+02,3.525449194663993202e-02,8.117419305790488093e-02,8.835713149954551593e-01
4.209999999999999432e+02,4.152391523148882269e-02,8.322713208170461063e-02,8.752489526868065806e-01
4.220000000000000000e+02,4.842529806807946424e-02,8.531956788116175361e-02,8.662551340507587128e-01
4.229999999999999432e+02,5.593684017044810164e-02,8.744547562368754079e-02,8.566176842058643714e-01
4.240000000000000000e+02,6.402795704253023967e-02,8.961617153279112513e-02,8.463558714246786074e-01
4.249999999999999432e+02,7.265287690209695781e-02,9.182544504969378241e-02,8.355216780482092043e-01
4.260000000000000000e+02,8.172704982844149202e-02,9.406466783147736377e-02,8.242082823400811442e-01
4.270000000000000000e+02,9.123402011087215768e-02,9.635285830749489022e-02,8.124131215816330354e-01
4.279999999999999432e+02,1.011207073289257102e-01,9.868078631534263345e-02,8.001985063557316424e-01
4.290000000000000000e+02,1.113262283214531134e-01,1.010512577172238968e-01,7.876225139613229898e-01
4.299999999999999432e+02,1.217735572135280053e-01,1.034844744534712535e-01,7.747419683330007967e-01
4.310000000000000000e+02,1.323916159689320360e-01,1.059849899598251377e-01,7.616233940712429096e-01
4.319999999999999432e+02,1.431072122447613337e-01,1.085606622849626113e-01,7.483321254702760550e-01
4.330000000000000000e+02,1.538454102771858178e-01,1.112228298373309915e-01,7.349317598854832045e-01
4.340000000000000000e+02,1.645262736859793018e-01,1.139600536152369642e-01,7.215136726987837479e-01
4.349999999999999432e+02,1.750786495174450896e-01,1.167813524862254954e-01,7.081399979963294289e-01
4.360000000000000000e+02,1.854786421514468819e-01,1.197264324493505366e-01,6.947949253992025120e-01
4.369999999999999432e+02,1.956283699321582914e-01,1.228158485614784523e-01,6.815557815063633118e-01
4.380000000000000000e+02,2.054652637394108472e-01,1.260733842238524749e-01,6.684613520367366224e-01
4.389999999999999432e+02,2.149024940264930572e-01,1.294943594668533093e-01,6.556031465066536335e-01
4.399999999999999432e+02,2.238754195372499589e-01,1.330844225947451498e-01,6.430401578680048358e-01
4.410000000000000000e+02,2.322653717906373316e-01,1.368146206090929962e-01,6.309200076002696722e-01
4.419999999999999432e+02,2.400891470515996162e-01,1.407524077390750195e-01,6.191584452093253921e-01
4.430000000000000000e+02,2.471244188430174460e-01,1.448147452360458443e-01,6.080608359209366265e-01
4.440000000000000000e+02,2.528385054521567477e-01,1.487257631410260628e-01,5.984357314068172728e-01
4.450000000000000000e+02,2.578145685997997316e-01,1.528775530743609057e-01,5.893078783258394182e-01
4.460000000000000000e+02,2.620299486653509535e-01,1.573070396761217238e-01,5.806630116585272949e-01
4.469999999999999432e+02,2.654211207609613044e-01,1.619614095669199560e-01,5.726174696721186841e-01
4.480000000000000000e+02,2.679664077984553194e-01,1.669030210784491763e-01,5.651305711230953932e-01
4.489999999999999432e+02,2.696336657917140500e-01,1.721475524714859429e-01,5.582187817368000626e-01
4.500000000000000000e+02,2.703911288428780257e-01,1.777544632122866619e-01,5.518544079448353123e-01
4.510000000000000000e+02,2.702005274546976366e-01,1.837103291941410699e-01,5.460891433511612103e-01
4.519999999999999432e+02,2.690338423135802404e-01,1.900206854645909438e-01,5.409454722218287603e-01
4.530000000000000000e+02,2.668911197409858382e-01,1.966551888150614158e-01,5.364536914439528292e-01
4.539999999999999432e+02,2.637643110538011038e-01,2.036180482491703192e-01,5.326176406970286603e-01
4.550000000000000000e+02,2.596222993909290677e-01,2.109497786750840764e-01,5.294279219339868003e-01
4.559999999999999432e+02,2.544617015740729404e-01,2.186478010821620299e-01,5.268904973437651407e-01
4.570000000000000000e+02,2.482934312253305131e-01,2.266989366003429318e-01,5.250076321743265551e-01
4.580000000000000000e+02,2.411149146226120865e-01,2.351034857171167003e-01,5.237815996602711577e-01
4.589999999999999432e+02,2.329470870031674634e-01,2.438429216638703934e-01,5.232099913329621987e-01
4.600000000000000000e+02,2.238349027491138565e-01,2.528933048808516548e-01,5.232717923700345164e-01
4.609999999999999432e+02,2.138638463456642158e-01,2.621807261103743514e-01,5.239554275439614051e-01
4.620000000000000000e+02,2.030583224488901328e-01,2.716938967006160000e-01,5.252477808504938395e-01
4.629999999999999432e+02,1.915061265782959377e-01,2.813712686407318087e-01,5.271226047809722814e-01
4.640000000000000000e+02,1.793127215972422639e-01,2.911419316626118192e-01,5.295453467401458614e-01
4.650000000000000000e+02,1.665920700910481222e-01,3.009314392883276068e-01,5.324764906206242987e-01
4.659999999999999432e+02,1.534275249575216271e-01,3.106811099489703021e-01,5.358913650935079875e-01
4.670000000000000000e+02,1.399223103857439310e-01,3.203120031705163351e-01,5.397656864437397894e-01
4.679999999999999432e+02,1.263593780008954448e-01,3.296410771989373711e-01,5.439995448001671008e-01
4.690000000000000000e+02,1.129537032672946056e-01,3.385283296457736735e-01,5.485179670869317903e-01
4.699999999999999432e+02,9.995368761665547608e-02,3.468428764933745301e-01,5.532034358899700077e-01
4.709999999999999432e+02,8.763268714401560577e-02,3.544556270675422449e-01,5.579116857884420799e-01
4.720000000000000000e+02,7.607189958961514675e-02,3.613042970737533333e-01,5.626238033366315339e-01
4.729999999999999432e+02,6.545833075909472665e-02,3.672887250310347129e-01,5.672529442098706021e-01
4.740000000000000000e+02,5.585058919720794351e-02,3.723029476469837395e-01,5.718464631558082267e-01
4.749999999999999432e+02,4.751472506194613643e-02,3.762476079321833700e-01,5.762376670058705352e-01
