wavelength_nm,R
4.000000000000000000e+02,1.876327123056651947e-01
4.010000000000000000e+02,1.903472352507483978e-01
4.020000000000000000e+02,1.930211502534174839e-01
4.030000000000000000e+02,1.956278504082077097e-01
4.039999999999999432e+02,1.981411237455617258e-01
4.050000000000000000e+02,2.005289606090407406e-01
4.059999999999999432e+02,2.027559717444492593e-01
4.070000000000000000e+02,2.048021337936113406e-01
4.080000000000000000e+02,2.066482437877669998e-01
4.089999999999999432e+02,2.082842830307678472e-01
4.100000000000000000e+02,2.096674113030494724e-01
4.109999999999999432e+02,2.107829942479562957e-01
4.120000000000000000e+02,2.116113846664852138e-01
4.130000000000000000e+02,2.121261162373333509e-01
4.140000000000000000e+02,2.119930229460916804e-01
4.150000000000000000e+02,2.113993408652156958e-01
4.159999999999999432e+02,2.104561935371338788e-01
4.170000000000000000e+02,2.091733402823064691e-01
4.179999999999999432e+02,2.075399380603908106e-01
4.190000000000000000e+02,2.055557108822721191e-01
4.200000000000000000e+02,2.032218883191323489e-01
4.209999999999999432e+02,2.005420618058428306e-01
4.220000000000000000e+02,1.975257670883691086e-01
4.229999999999999432e+02,1.941846368290765790e-01
4.240000000000000000e+02,1.905243746691587803e-01
4.249999999999999432e+02,1.865725928776026943e-01
4.260000000000000000e+02,1.823548217689379136e-01
4.270000000000000000e+02,1.778703329636170394e-01
4.279999999999999432e+02,1.731412651957540960e-01
4.290000000000000000e+02,1.681894278407969900e-01
4.299999999999999432e+02,1.630398096406784625e-01
4.310000000000000000e+02,1.577218276110963768e-01
4.319999999999999432e+02,1.522672382370435229e-01
4.330000000000000000e+02,1.467109623674690555e-01
4.340000000000000000e+02,1.411086954029739104e-01
4.349999999999999432e+02,1.354981198871290926e-01
4.360000000000000000e+02,1.299029193267238202e-01
4.369999999999999432e+02,1.243427225621549087e-01
4.380000000000000000e+02,1.188547799594805443e-01
4.389999999999999432e+02,1.135281397207241333e-01
4.399999999999999432e+02,1.084212222722421987e-01
4.410000000000000000e+02,1.035915195943001993e-01
