wavelength_nm,R
4.000000000000000000e+02,3.214400262601420089e-01
4.010000000000000000e+02,3.274119719007546059e-01
4.020000000000000000e+02,3.332475591669686321e-01
4.030000000000000000e+02,3.390485793943006088e-01
4.039999999999999432e+02,3.447985553403292713e-01
4.050000000000000000e+02,3.503609811930541995e-01
4.059999999999999432e+02,3.556935328215891645e-01
4.070000000000000000e+02,3.608085558628038592e-01
4.080000000000000000e+02,3.657529774775695186e-01
4.089999999999999432e+02,3.706637268155802967e-01
4.100000000000000000e+02,3.753452780204123984e-01
4.109999999999999432e+02,3.798615380480301340e-01
4.120000000000000000e+02,3.842101020900022812e-01
4.130000000000000000e+02,3.883211441043541989e-01
4.140000000000000000e+02,3.922566175384624154e-01
4.150000000000000000e+02,3.959814410234898663e-01
4.159999999999999432e+02,3.994689968762109578e-01
4.170000000000000000e+02,4.027862768680809391e-01
4.179999999999999432e+02,4.058764312917114148e-01
4.190000000000000000e+02,4.087444536574932341e-01
4.200000000000000000e+02,4.114782593342983241e-01
4.209999999999999432e+02,4.139821661769757521e-01
4.220000000000000000e+02,4.162872243518184745e-01
4.229999999999999432e+02,4.184344528613088698e-01
4.240000000000000000e+02,4.203590304233365549e-01
4.249999999999999432e+02,4.220726414392849124e-01
4.260000000000000000e+02,4.235655695542150379e-01
4.270000000000000000e+02,4.248489448877479924e-01
4.279999999999999432e+02,4.259825745418031606e-01
4.290000000000000000e+02,4.269693109666716224e-01
4.299999999999999432e+02,4.277546565358621988e-01
4.310000000000000000e+02,4.283535833549634297e-01
4.319999999999999432e+02,4.287687342134372526e-01
4.330000000000000000e+02,4.289902723846155674e-01
4.340000000000000000e+02,4.290793246372054948e-01
4.349999999999999432e+02,4.290409529296999591e-01
4.360000000000000000e+02,4.288247102691921664e-01
4.369999999999999432e+02,4.284259308497852525e-01
4.380000000000000000e+02,4.278440028290707020e-01
4.389999999999999432e+02,4.270792191219450751e-01
4.399999999999999432e+02,4.261531507618643855e-01
4.410000000000000000e+02,4.250982760332679411e-01
4.419999999999999432e+02,4.238745082933224606e-01
4.430000000000000000e+02,4.225009306652707797e-01
4.440000000000000000e+02,4.210298498345897977e-01
4.450000000000000000e+02,4.193944557736770107e-01
4.460000000000000000e+02,4.175894019220612874e-01
4.469999999999999432e+02,4.156379913342425070e-01
4.480000000000000000e+02,4.135301166722827881e-01
4.489999999999999432e+02,4.112677378528842298e-01
4.500000000000000000e+02,4.088689935338421511e-01
4.510000000000000000e+02,4.063195933990444431e-01
4.519999999999999432e+02,4.036169759422926773e-01
4.530000000000000000e+02,4.008011269126520171e-01
4.539999999999999432e+02,3.978773245208166442e-01
4.550000000000000000e+02,3.948106744086457010e-01
4.559999999999999432e+02,3.916134561595605024e-01
4.570000000000000000e+02,3.883187460449569195e-01
4.580000000000000000e+02,3.848881566693557743e-01
4.589999999999999432e+02,3.813239346530040152e-01
4.600000000000000000e+02,3.776737447788000579e-01
4.609999999999999432e+02,3.739296894394025794e-01
4.620000000000000000e+02,3.700619132308525239e-01
4.629999999999999432e+02,3.660759793956247510e-01
4.640000000000000000e+02,3.619765137027434743e-01
4.650000000000000000e+02,3.577619125066550665e-01
4.659999999999999432e+02,3.534077960737097568e-01
4.670000000000000000e+02,3.489355566436001532e-01
4.679999999999999432e+02,3.443503567095672624e-01
4.690000000000000000e+02,3.396562007300698016e-01
4.699999999999999432e+02,3.348805277816936932e-01
4.709999999999999432e+02,3.300727009867137629e-01
4.720000000000000000e+02,3.251722612756669517e-01
4.729999999999999432e+02,3.201832082735084906e-01
4.740000000000000000e+02,3.150573024446260972e-01
4.749999999999999432e+02,3.098335997838843059e-01
4.760000000000000000e+02,3.045296029137182781e-01
4.769999999999999432e+02,2.991682446498500347e-01
4.779999999999998863e+02,2.938998311492175275e-01
4.790000000000000000e+02,2.885724108470028026e-01
4.799999999999999432e+02,2.831914239102055197e-01
4.809999999999999432e+02,2.777293823296130282e-01
4.820000000000000000e+02,2.721738374033584318e-01
