wavelength_nm,R,T,A
5.690000000000000000e+02,2.211269246557905910e-01,1.145954579044885472e-04,7.787584798863049773e-01
5.699999999999998863e+02,2.215538439401494031e-01,1.185931637211014219e-04,7.783275628961294768e-01
5.709999999999998863e+02,2.215902161338090814e-01,1.227773764935759736e-04,7.782870064896973972e-01
5.720000000000000000e+02,2.219425359083533889e-01,1.270427111436296685e-04,7.779304213805030566e-01
5.730000000000000000e+02,2.221521243646560895e-01,1.314637685676313156e-04,7.777164118667763137e-01
5.739999999999998863e+02,2.222612327039734659e-01,1.360413397216555045e-04,7.776027259563048633e-01
5.750000000000000000e+02,2.226901129659263900e-01,1.407026194793375734e-04,7.771691844145942607e-01
5.760000000000000000e+02,2.226663802789027868e-01,1.455919707907249168e-04,7.771880277503064871e-01
5.769999999999998863e+02,2.230661046372774958e-01,1.505516928199842870e-04,7.767833436699025373e-01
5.780000000000000000e+02,2.232226305186367776e-01,1.557099928266478489e-04,7.766216594885365643e-01
5.790000000000000000e+02,2.233268228643259523e-01,1.610389048598666805e-04,7.765121382308142195e-01
5.800000000000000000e+02,2.237721906709436159e-01,1.664561955549864769e-04,7.760613531335014414e-01
5.809999999999998863e+02,2.236948974762517084e-01,1.721529318890240240e-04,7.761329495918593002e-01
5.819999999999998863e+02,2.241108259824038662e-01,1.779114359376353805e-04,7.757112625816585672e-01
5.830000000000000000e+02,2.242660559758234140e-01,1.839020591101539752e-04,7.755500419650664945e-01
5.839999999999998863e+02,2.243108012247094774e-01,1.901023344010709245e-04,7.754990964408894349e-01
5.849999999999998863e+02,2.248067846207124909e-01,1.963731774015430932e-04,7.749968422018860270e-01
5.860000000000000000e+02,2.246839303966511325e-01,2.029912139181108948e-04,7.751130783894307763e-01
5.870000000000000000e+02,2.250625049185898952e-01,2.096741432767783796e-04,7.747278209381333047e-01
5.879999999999998863e+02,2.252967229978646291e-01,2.165910622947961935e-04,7.744866859398406023e-01
5.890000000000000000e+02,2.252133106680974661e-01,2.238064300786959417e-04,7.745628829018238459e-01
5.900000000000000000e+02,2.257739528236800131e-01,2.310425037698777162e-04,7.739950046725501132e-01
5.909999999999998863e+02,2.257110098278377885e-01,2.459570139543656477e-04,7.740430331582078827e-01
5.920000000000000000e+02,2.259294609967912038e-01,2.669713659377729925e-04,7.738035676372709837e-01
5.930000000000000000e+02,2.265231082664420359e-01,2.895561772407213440e-04,7.731873355563172456e-01
5.940000000000000000e+02,2.262945264081910879e-01,3.143017442741442803e-04,7.733911718475348085e-01
5.949999999999998863e+02,2.267275559461473244e-01,3.407794108639764516e-04,7.729316646429886806e-01
5.960000000000000000e+02,2.272352622102596920e-01,3.693445187330188532e-04,7.723953932710072579e-01
5.970000000000000000e+02,2.268605399139927148e-01,4.006594153919522134e-04,7.727388006706154000e-01
5.979999999999998863e+02,2.275470163550190328e-01,4.339159270006544018e-04,7.720190677179802341e-01
5.989999999999998863e+02,2.278854104472217701e-01,4.700097126390862705e-04,7.716445798401391221e-01
6.000000000000000000e+02,2.274204877309862205e-01,5.095119954083113679e-04,7.720700002736055056e-01
6.009999999999998863e+02,2.283762407783032355e-01,5.511678699751110244e-04,7.710725913517216812e-01
6.019999999999998863e+02,2.284801693223851848e-01,5.967200148331979490e-04,7.709231106627815189e-01
6.030000000000000000e+02,2.279756854354768603e-01,6.463963097939824957e-04,7.713779182547291224e-01
6.040000000000000000e+02,2.292078822970133045e-01,6.984383939448923426e-04,7.700936793090418231e-01
6.049999999999998863e+02,2.290311211690795601e-01,7.558437312902816603e-04,7.702130350996302388e-01
6.060000000000000000e+02,2.285174547332178840e-01,8.181425497283794637e-04,7.706644027170538314e-01
6.070000000000000000e+02,2.300401450103252698e-01,8.829877880725386582e-04,7.690768672016021767e-01
6.079999999999998863e+02,2.295516499012119349e-01,9.552096489728240970e-04,7.694931404498153160e-01
6.090000000000000000e+02,2.290256652419395689e-01,1.033168653299523961e-03,7.699411661047609323e-01
6.100000000000000000e+02,2.308765396256769742e-01,1.113722212175631597e-03,7.680097381621473485e-01
6.110000000000000000e+02,2.300615707369646767e-01,1.204409885036601333e-03,7.687340193779987896e-01
6.119999999999998863e+02,2.294756153944397248e-01,1.301830395367952267e-03,7.692225542101923663e-01
6.129999999999998863e+02,2.317251575733554891e-01,1.401538511169021957e-03,7.668733039154755904e-01
6.140000000000000000e+02,2.305896085198420320e-01,1.515155252535131279e-03,7.678952362276229016e-01
6.149999999999998863e+02,2.298318032199598571e-01,1.636866196517236353e-03,7.685313305835228537e-01
6.159999999999998863e+02,2.325876011366254104e-01,1.759758220085662524e-03,7.656526406432888621e-01
6.170000000000000000e+02,2.311797772145258167e-01,1.901676002172448133e-03,7.669185467833016245e-01
6.180000000000000000e+02,2.300520596099388804e-01,2.053929934391234002e-03,7.678940104556698509e-01
6.189999999999998863e+02,2.334483113636949825e-01,2.204673129205663405e-03,7.643470155070993810e-01
6.200000000000000000e+02,2.319203054769122252e-01,2.376041293533613392e-03,7.657036532295541376e-01
6.210000000000000000e+02,2.300884530046284071e-01,2.512924672589194556e-03,7.673986223227823311e-01
6.219999999999998863e+02,2.339775232570844299e-01,2.637365114050746299e-03,7.633851116288647987e-01
6.230000000000000000e+02,2.334820533368498485e-01,2.783228260752541091e-03,7.637347184023977054e-01
6.240000000000000000e+02,2.301544743684853234e-01,2.947796382727018837e-03,7.668977292487876296e-01
6.250000000000000000e+02,2.338974374432999936e-01,3.092866466879815295e-03,7.630096960898201663e-01
6.259999999999998863e+02,2.352871585697637324e-01,3.254195230995707028e-03,7.614586461992405297e-01
6.269999999999998863e+02,2.306654468036282157e-01,3.450652831230305740e-03,7.658839003651414234e-01
6.280000000000000000e+02,2.331325771647251854e-01,3.624791470207438995e-03,7.632426313650673144e-01
6.289999999999998863e+02,2.369973506724672441e-01,3.799633703645701344e-03,7.592030156238871452e-01
6.299999999999998863e+02,2.320514082276529666e-01,4.028632862570007481e-03,7.639199589097769305e-01
6.310000000000000000e+02,2.318087250136739996e-01,4.244922606630621535e-03,7.639463523796953259e-01
6.319999999999998863e+02,2.379882916735078235e-01,4.434148988977624356e-03,7.575775593375144723e-01
6.329999999999998863e+02,2.345812714216448658e-01,4.689476507079034726e-03,7.607292520712760631e-01
6.340000000000000000e+02,2.305429239880682490e-01,4.963377397196244364e-03,7.644936986147354840e-01
6.350000000000000000e+02,2.375082953317967926e-01,5.177104838314661693e-03,7.573145998298884685e-01
6.359999999999998863e+02,2.379642693483852989e-01,5.444722999960281175e-03,7.565910076516544347e-01
6.370000000000000000e+02,2.304921617486142549e-01,5.785766600586536579e-03,7.637220716507993057e-01
