wavelength_nm,R
5.679999999999998863e+02,2.394850211317147981e-01
5.690000000000000000e+02,2.440560484440756073e-01
5.699999999999998863e+02,2.486433487942072140e-01
5.709999999999998863e+02,2.531863506293006161e-01
5.720000000000000000e+02,2.576821556758517873e-01
5.730000000000000000e+02,2.621280886594738457e-01
5.739999999999998863e+02,2.665216877521187078e-01
5.750000000000000000e+02,2.708418828654161059e-01
5.760000000000000000e+02,2.751054211199236432e-01
5.769999999999998863e+02,2.793104393665354346e-01
5.780000000000000000e+02,2.834552492120748779e-01
5.790000000000000000e+02,2.875383279707039996e-01
5.800000000000000000e+02,2.915475940074566674e-01
5.809999999999998863e+02,2.954432524706135377e-01
5.819999999999998863e+02,2.992756836726492842e-01
5.830000000000000000e+02,3.030439985045532691e-01
5.839999999999998863e+02,3.067474242233932391e-01
5.849999999999998863e+02,3.103902947654966216e-01
5.860000000000000000e+02,3.140263641708075926e-01
5.870000000000000000e+02,3.175940898239278387e-01
5.879999999999998863e+02,3.210930701600931414e-01
5.890000000000000000e+02,3.245229921937023421e-01
5.900000000000000000e+02,3.278836254883505941e-01
5.909999999999998863e+02,3.311957632897849502e-01
5.920000000000000000e+02,3.344520465277656118e-01
5.930000000000000000e+02,3.376384098240224896e-01
5.940000000000000000e+02,3.407548866527901343e-01
5.949999999999998863e+02,3.438015681986195671e-01
5.960000000000000000e+02,3.467785988467819158e-01
5.970000000000000000e+02,3.496855463427477884e-01
5.979999999999998863e+02,3.525233648952401100e-01
5.989999999999998863e+02,3.552924124285022911e-01
6.000000000000000000e+02,3.579930063235083337e-01
6.009999999999998863e+02,3.605962637238814272e-01
6.019999999999998863e+02,3.631343706773846325e-01
6.030000000000000000e+02,3.656176973955567733e-01
6.040000000000000000e+02,3.680358303238293605e-01
6.049999999999998863e+02,3.703892136371531030e-01
6.060000000000000000e+02,3.727042376632558884e-01
6.070000000000000000e+02,3.749541513734430676e-01
6.079999999999998863e+02,3.771375511052951213e-01
6.090000000000000000e+02,3.792491150606166483e-01
6.100000000000000000e+02,3.812969581981146550e-01
6.110000000000000000e+02,3.832589363658832626e-01
6.119999999999998863e+02,3.851595553406188532e-01
6.129999999999998863e+02,3.869993624004588462e-01
6.140000000000000000e+02,3.887833116455520210e-01
6.149999999999998863e+02,3.905250911517890722e-01
6.159999999999998863e+02,3.922272078825126407e-01
6.170000000000000000e+02,3.938694099134750215e-01
6.180000000000000000e+02,3.954522758071960520e-01
6.189999999999998863e+02,3.969763846702447641e-01
6.200000000000000000e+02,3.984409224149461082e-01
6.210000000000000000e+02,3.998354840786365050e-01
6.219999999999998863e+02,4.011733122881152580e-01
6.230000000000000000e+02,4.024549797806098450e-01
6.240000000000000000e+02,4.036810561655174157e-01
6.250000000000000000e+02,4.048521073972589646e-01
6.259999999999998863e+02,4.059549534084503919e-01
6.269999999999998863e+02,4.070359248696281407e-01
6.280000000000000000e+02,4.080720210317813068e-01
6.289999999999998863e+02,4.090560068150015383e-01
6.299999999999998863e+02,4.099884109472193283e-01
6.310000000000000000e+02,4.108697565910430782e-01
6.319999999999998863e+02,4.117005611075059690e-01
6.329999999999998863e+02,4.124753294425336225e-01
6.340000000000000000e+02,4.131917480942489673e-01
6.350000000000000000e+02,4.138594037829192440e-01
6.359999999999998863e+02,4.144871998841206939e-01
6.370000000000000000e+02,4.150661892208029058e-01
6.380000000000000000e+02,4.155968628224928074e-01
6.389999999999998863e+02,4.160797048009762800e-01
6.400000000000000000e+02,4.165200395352783302e-01
6.409999999999998863e+02,4.169081462400523463e-01
6.420000000000000000e+02,4.172508194589626407e-01
6.429999999999998863e+02,4.175485035877729567e-01
6.439999999999998863e+02,4.178016363379746800e-01
6.450000000000000000e+02,4.180106487764496115e-01
6.459999999999998863e+02,4.181828754314296237e-01
6.469999999999998863e+02,4.183245453764603550e-01
6.480000000000000000e+02,4.184224384645358064e-01
6.490000000000000000e+02,4.184769708573019553e-01
6.499999999999998863e+02,4.184885522034338945e-01
6.510000000000000000e+02,4.184564138531776667e-01
6.520000000000000000e+02,4.183830286192978254e-01
6.529999999999998863e+02,4.182754682285045322e-01
6.540000000000000000e+02,4.181375529184477857e-01
6.549999999999998863e+02,4.179596576446286127e-01
6.560000000000000000e+02,4.177421456913238407e-01
6.570000000000000000e+02,4.174853748690346977e-01
6.579999999999998863e+02,4.171896976491282216e-01
6.590000000000000000e+02,4.168554613025752809e-01
6.599999999999998863e+02,4.164777906495510940e-01
6.609999999999998863e+02,4.160537524384947394e-01
6.620000000000000000e+02,4.155911962286530925e-01
6.629999999999998863e+02,4.150904589156182989e-01
6.639999999999998863e+02,4.145518727955606053e-01
6.650000000000000000e+02,4.139757657324688034e-01
6.660000000000000000e+02,4.133677173617512635e-01
6.669999999999998863e+02,4.127244633400130036e-01
6.680000000000000000e+02,4.120467438217804146e-01
6.690000000000000000e+02,4.113335725289297140e-01
6.699999999999998863e+02,4.105852495923537071e-01
6.710000000000000000e+02,4.098020718434740584e-01
6.719999999999998863e+02,4.089843329837084540e-01
6.730000000000000000e+02,4.081323237548711846e-01
6.739999999999998863e+02,4.072498574407416583e-01
6.749999999999998863e+02,4.063478062385186274e-01
6.760000000000000000e+02,4.054123587795406825e-01
6.769999999999998863e+02,4.044437953975146272e-01
6.779999999999998863e+02,4.034423942846180888e-01
6.790000000000000000e+02,4.024084316638376624e-01
6.800000000000000000e+02,4.013421819615454189e-01
6.809999999999998863e+02,4.002328898288319281e-01
6.820000000000000000e+02,3.991059114483364589e-01
6.830000000000000000e+02,3.979505461584640913e-01
6.839999999999998863e+02,3.967633853242762410e-01
6.850000000000000000e+02,3.955447039673796183e-01
